Latitude (decimal degrees):	35.141
Longitude (decimal degrees):	33.415
Elevation (m):	142
Radiation database:	PVGIS-SARAH3


Slope: 28 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230304:1309,4914800.0,471.43,149.01,5.56,28.82,20.29,1.38,0.0
20230304:1409,2871200.0,263.17,107.87,3.23,17.92,19.53,0.62,0.0
20230304:1509,545200.0,52.45,42.85,0.78,6.21,18.33,0.34,0.0
20230304:1609,0.0,0.0,0.0,0.0,0.0,16.87,0.34,0.0
20230304:1709,0.0,0.0,0.0,0.0,0.0,15.25,0.62,0.0
20230304:1809,0.0,0.0,0.0,0.0,0.0,14.16,0.69,0.0
20230304:1909,0.0,0.0,0.0,0.0,0.0,13.8,0.55,0.0
20230304:2009,0.0,0.0,0.0,0.0,0.0,13.05,0.69,0.0
20230304:2109,0.0,0.0,0.0,0.0,0.0,12.86,0.55,0.0
20230304:2209,0.0,0.0,0.0,0.0,0.0,12.48,0.34,0.0
20230304:2309,0.0,0.0,0.0,0.0,0.0,12.3,0.41,0.0
20230305:0009,0.0,0.0,0.0,0.0,0.0,12.18,0.48,0.0
20230305:0109,0.0,0.0,0.0,0.0,0.0,11.71,0.55,0.0
20230305:0209,0.0,0.0,0.0,0.0,0.0,11.49,0.76,0.0
20230305:0309,0.0,0.0,0.0,0.0,0.0,10.66,0.97,0.0
20230305:0409,0.0,0.0,0.0,0.0,0.0,10.05,1.17,0.0
20230305:0509,908000.0,46.08,80.68,1.28,10.82,9.97,1.31,0.0
20230305:0609,2382400.0,111.2,182.07,3.03,22.31,13.14,1.66,0.0
20230305:0709,4148600.0,241.18,262.25,5.03,32.79,15.33,2.41,0.0
20230305:0809,7005300.0,698.05,179.98,8.03,41.49,17.09,2.48,0.0
20230305:0909,7720800.0,799.54,188.81,9.07,47.23,18.58,2.48,0.0
20230305:1009,7859000.0,824.23,191.29,9.33,48.72,19.73,2.48,0.0
20230305:1109,7441100.0,769.84,186.27,8.77,45.53,20.39,2.55,0.0
20230305:1209,6126200.0,555.67,214.65,7.13,38.53,20.52,2.76,0.0
20230305:1309,5090500.0,493.72,138.9,5.68,29.06,20.03,2.83,0.0
20230305:1409,2209500.0,143.6,139.64,2.72,18.13,19.14,2.41,0.0
20230305:1509,555300.0,52.7,43.62,0.81,6.4,18.07,1.72,0.0
20230305:1609,0.0,0.0,0.0,0.0,0.0,16.74,1.03,0.0
20230305:1709,0.0,0.0,0.0,0.0,0.0,15.13,0.69,0.0
20230305:1809,0.0,0.0,0.0,0.0,0.0,14.45,0.55,0.0
20230305:1909,0.0,0.0,0.0,0.0,0.0,13.61,1.79,0.0
20230305:2009,0.0,0.0,0.0,0.0,0.0,13.48,2.41,0.0
20230305:2109,0.0,0.0,0.0,0.0,0.0,13.7,2.83,0.0
20230305:2209,0.0,0.0,0.0,0.0,0.0,13.79,3.24,0.0
20230305:2309,0.0,0.0,0.0,0.0,0.0,13.76,3.72,0.0
20230306:0009,0.0,0.0,0.0,0.0,0.0,13.48,4.07,0.0
20230306:0109,0.0,0.0,0.0,0.0,0.0,13.47,3.86,0.0
20230306:0209,0.0,0.0,0.0,0.0,0.0,13.13,3.52,0.0
20230306:0309,0.0,0.0,0.0,0.0,0.0,12.85,2.97,0.0
20230306:0409,0.0,0.0,0.0,0.0,0.0,12.52,2.62,0.0
20230306:0509,1564900.0,143.24,71.64,1.83,11.1,12.61,2.41,0.0
20230306:0609,3811100.0,329.31,133.19,4.17,22.61,14.13,3.03,0.0
20230306:0709,5715800.0,509.72,178.08,6.31,33.12,15.92,4.69,0.0
20230306:0809,6651300.0,559.58,250.69,7.61,41.85,16.84,4.76,0.0
20230306:0909,7288800.0,614.09,283.97,8.49,47.62,17.72,4.9,0.0
20230306:1009,7527500.0,646.75,282.82,8.77,49.11,17.96,5.1,0.0
20230306:1109,7846800.0,783.15,186.25,8.92,45.87,17.95,5.17,0.0
20230306:1209,6452500.0,576.27,210.67,7.29,38.82,18.03,5.03,0.0
20230306:1309,5105100.0,463.88,153.29,5.61,29.3,17.7,5.17,0.0
20230306:1409,2927900.0,253.61,111.83,3.25,18.34,16.99,4.83,0.0
20230306:1509,623200.0,61.48,44.33,0.88,6.58,16.04,4.07,0.0
20230306:1609,0.0,0.0,0.0,0.0,0.0,14.89,3.52,0.0
20230306:1709,0.0,0.0,0.0,0.0,0.0,13.97,3.38,0.0
20230306:1809,0.0,0.0,0.0,0.0,0.0,13.38,3.24,0.0
20230306:1909,0.0,0.0,0.0,0.0,0.0,13.19,3.03,0.0
20230306:2009,0.0,0.0,0.0,0.0,0.0,12.83,3.03,0.0
20230306:2109,0.0,0.0,0.0,0.0,0.0,12.51,2.9,0.0
20230306:2209,0.0,0.0,0.0,0.0,0.0,12.21,2.62,0.0
20230306:2309,0.0,0.0,0.0,0.0,0.0,11.87,2.41,0.0
20230307:0009,0.0,0.0,0.0,0.0,0.0,11.55,2.21,0.0
20230307:0109,0.0,0.0,0.0,0.0,0.0,11.14,2.0,0.0
20230307:0209,0.0,0.0,0.0,0.0,0.0,10.72,1.79,0.0
20230307:0309,0.0,0.0,0.0,0.0,0.0,10.19,1.59,0.0
20230307:0409,0.0,0.0,0.0,0.0,0.0,9.54,1.45,0.0
20230307:0509,1599700.0,143.65,73.34,1.87,11.38,9.75,1.03,0.0
20230307:0609,3936300.0,362.87,121.8,4.35,22.91,12.96,0.62,0.0
20230307:0709,5827200.0,574.72,148.97,6.6,33.45,15.25,1.31,0.0
20230307:0809,6838900.0,698.95,183.53,8.15,42.22,16.66,0.69,0.0
20230307:0909,7188600.0,675.6,255.22,8.74,48.01,17.83,1.24,0.0
20230307:1009,5363200.0,282.22,391.47,7.01,49.49,18.36,1.66,0.0
20230307:1109,1797600.0,1.29,229.74,2.87,46.22,18.73,1.59,0.0
20230307:1209,872900.0,0.0,121.4,1.51,39.11,18.61,1.1,0.0
20230307:1309,554000.0,0.0,82.82,1.03,29.54,18.11,0.69,0.0
20230307:1409,321600.0,0.0,53.64,0.67,18.55,17.33,1.24,0.0
20230307:1509,11500.0,0.0,8.47,0.11,6.77,16.31,1.86,0.0
20230307:1609,0.0,0.0,0.0,0.0,0.0,15.26,1.86,0.0
20230307:1709,0.0,0.0,0.0,0.0,0.0,14.44,1.66,0.0
20230307:1809,0.0,0.0,0.0,0.0,0.0,13.71,1.24,0.0
20230307:1909,0.0,0.0,0.0,0.0,0.0,13.42,1.24,0.0
20230307:2009,0.0,0.0,0.0,0.0,0.0,12.77,1.1,0.0
20230307:2109,0.0,0.0,0.0,0.0,0.0,12.39,1.1,0.0
20230307:2209,0.0,0.0,0.0,0.0,0.0,12.34,1.24,0.0
20230307:2309,0.0,0.0,0.0,0.0,0.0,12.29,1.38,0.0
20230308:0009,0.0,0.0,0.0,0.0,0.0,12.03,1.52,0.0
20230308:0109,0.0,0.0,0.0,0.0,0.0,12.01,1.59,0.0
20230308:0209,0.0,0.0,0.0,0.0,0.0,12.03,1.52,0.0
20230308:0309,0.0,0.0,0.0,0.0,0.0,11.71,1.45,0.0
20230308:0409,0.0,0.0,0.0,0.0,0.0,11.24,1.45,0.0
20230308:0509,459400.0,4.37,65.39,0.84,11.66,11.47,1.24,0.0
20230308:0609,3637700.0,299.58,145.72,4.12,23.22,13.3,1.17,0.0
20230308:0709,5768900.0,543.95,162.22,6.51,33.78,14.65,2.07,0.0
20230308:0809,6108800.0,473.12,284.23,7.3,42.58,15.7,2.0,0.0
20230308:0909,6979100.0,586.96,294.16,8.43,48.4,16.28,1.93,0.0
20230308:1009,6593400.0,487.94,343.64,8.15,49.88,16.99,1.93,0.0
20230308:1109,4323800.0,161.37,373.62,5.86,46.56,17.38,1.79,0.0
20230308:1209,2593500.0,38.71,285.04,3.84,39.39,17.51,1.59,0.0
20230308:1309,4232000.0,310.91,212.27,5.03,29.78,17.53,1.59,0.0
20230308:1409,2714000.0,219.84,123.93,3.17,18.75,17.06,1.66,0.0
20230308:1509,607200.0,56.61,46.31,0.9,6.95,16.3,1.79,0.0
20230308:1609,0.0,0.0,0.0,0.0,0.0,15.31,1.38,0.0
20230308:1709,0.0,0.0,0.0,0.0,0.0,14.14,1.17,0.0
20230308:1809,0.0,0.0,0.0,0.0,0.0,13.01,1.03,0.0
20230308:1909,0.0,0.0,0.0,0.0,0.0,12.69,1.86,0.0
20230308:2009,0.0,0.0,0.0,0.0,0.0,12.27,1.86,0.0
20230308:2109,0.0,0.0,0.0,0.0,0.0,11.9,2.0,0.0
20230308:2209,0.0,0.0,0.0,0.0,0.0,11.65,2.07,0.0
20230308:2309,0.0,0.0,0.0,0.0,0.0,11.49,2.07,0.0
20230309:0009,0.0,0.0,0.0,0.0,0.0,11.36,2.0,0.0
20230309:0109,0.0,0.0,0.0,0.0,0.0,11.21,2.0,0.0
20230309:0209,0.0,0.0,0.0,0.0,0.0,11.22,1.93,0.0
20230309:0309,0.0,0.0,0.0,0.0,0.0,11.05,1.79,0.0
20230309:0409,0.0,0.0,0.0,0.0,0.0,10.76,1.79,0.0
20230309:0509,1651100.0,148.79,74.8,1.98,11.95,11.11,1.66,0.0
20230309:0609,4039200.0,372.64,121.05,4.49,23.52,13.9,1.79,0.0
20230309:0709,5879700.0,571.77,152.33,6.68,34.12,16.1,2.28,0.0
20230309:0809,6983000.0,690.89,190.17,8.22,42.95,17.76,2.28,0.0
20230309:0909,7355500.0,691.34,249.02,8.88,48.8,18.84,2.34,0.0
20230309:1009,7796000.0,810.2,202.63,9.47,50.26,19.48,2.07,0.0
20230309:1109,7309500.0,728.03,212.73,8.81,46.9,20.17,2.28,0.0
20230309:1209,6336800.0,598.28,199.61,7.47,39.68,20.35,2.76,0.0
20230309:1309,5052200.0,482.23,145.51,5.78,30.01,19.83,2.69,0.0
20230309:1409,2953900.0,267.68,108.86,3.42,18.95,19.3,2.28,0.0
20230309:1509,654700.0,64.6,46.85,0.97,7.13,18.44,2.07,0.0
20230309:1609,0.0,0.0,0.0,0.0,0.0,17.14,1.45,0.0
20230309:1709,0.0,0.0,0.0,0.0,0.0,15.53,1.38,0.0
20230309:1809,0.0,0.0,0.0,0.0,0.0,14.09,1.59,0.0
20230309:1909,0.0,0.0,0.0,0.0,0.0,13.18,1.66,0.0
20230309:2009,0.0,0.0,0.0,0.0,0.0,12.73,1.79,0.0
20230309:2109,0.0,0.0,0.0,0.0,0.0,12.45,1.93,0.0
20230309:2209,0.0,0.0,0.0,0.0,0.0,11.98,1.93,0.0
20230309:2309,0.0,0.0,0.0,0.0,0.0,11.44,1.93,0.0
20230310:0009,0.0,0.0,0.0,0.0,0.0,10.95,1.93,0.0
20230310:0109,0.0,0.0,0.0,0.0,0.0,10.6,1.93,0.0
20230310:0209,0.0,0.0,0.0,0.0,0.0,10.33,1.93,0.0
20230310:0309,0.0,0.0,0.0,0.0,0.0,10.02,1.86,0.0
20230310:0409,0.0,0.0,0.0,0.0,0.0,9.69,1.86,0.0
20230310:0509,1679100.0,149.16,76.48,2.03,12.24,10.15,1.66,0.0
20230310:0609,3971800.0,360.32,126.69,4.48,23.83,14.32,1.59,0.0
20230310:0709,5782300.0,558.12,159.31,6.67,34.45,17.08,2.0,0.0
20230310:0809,7146400.0,743.58,166.99,8.49,43.32,18.93,2.21,0.0
20230310:0909,7919600.0,858.21,169.04,9.59,49.19,20.3,2.48,0.0
20230310:1009,7984800.0,858.69,181.43,9.73,50.65,21.18,2.62,0.0
20230310:1109,7597300.0,812.37,172.04,9.19,47.24,21.64,2.62,0.0
20230310:1209,6446200.0,643.78,177.98,7.68,39.96,21.63,2.41,0.0
20230310:1309,5060600.0,494.66,142.05,5.89,30.25,21.19,2.14,0.0
20230310:1409,2922700.0,263.7,111.5,3.44,19.15,20.37,1.93,0.0
20230310:1509,678200.0,67.58,47.88,1.02,7.31,19.28,1.52,0.0
20230310:1609,0.0,0.0,0.0,0.0,0.0,17.61,1.03,0.0
20230310:1709,0.0,0.0,0.0,0.0,0.0,15.76,1.1,0.0
20230310:1809,0.0,0.0,0.0,0.0,0.0,14.54,1.24,0.0
20230310:1909,0.0,0.0,0.0,0.0,0.0,13.42,1.17,0.0
20230310:2009,0.0,0.0,0.0,0.0,0.0,12.42,1.17,0.0
20230310:2109,0.0,0.0,0.0,0.0,0.0,11.69,1.17,0.0
20230310:2209,0.0,0.0,0.0,0.0,0.0,11.06,1.1,0.0
20230310:2309,0.0,0.0,0.0,0.0,0.0,10.52,1.17,0.0
20230311:0009,0.0,0.0,0.0,0.0,0.0,10.04,1.17,0.0
20230311:0109,0.0,0.0,0.0,0.0,0.0,9.56,1.17,0.0
20230311:0209,0.0,0.0,0.0,0.0,0.0,9.25,1.17,0.0
20230311:0309,0.0,0.0,0.0,0.0,0.0,9.17,1.1,0.0
20230311:0409,0.0,0.0,0.0,0.0,0.0,9.38,0.97,0.0
20230311:0509,1087200.0,54.0,94.1,1.55,12.53,10.52,0.62,0.0
20230311:0609,3353500.0,243.89,171.33,4.03,24.14,14.24,0.34,0.0
20230311:0709,5747200.0,563.82,158.95,6.75,34.79,17.65,1.24,0.0
20230311:0809,7002500.0,709.61,183.9,8.39,43.69,19.37,2.14,0.0
20230311:0909,7749400.0,806.53,193.86,9.41,49.59,20.58,2.69,0.0
20230311:1009,7880000.0,815.97,202.88,9.6,51.04,21.36,3.03,0.0
20230311:1109,7486400.0,762.02,196.69,9.02,47.58,21.65,3.31,0.0
20230311:1209,6338000.0,589.69,206.03,7.53,40.24,21.51,3.59,0.0
20230311:1309,4777700.0,415.58,176.26,5.6,30.48,20.92,3.59,0.0
20230311:1409,2398400.0,163.03,143.34,3.01,19.35,19.95,3.24,0.0
20230311:1509,640400.0,58.43,49.8,0.99,7.49,18.75,2.55,0.0
20230311:1609,0.0,0.0,0.0,0.0,0.0,17.29,1.86,0.0
20230311:1709,0.0,0.0,0.0,0.0,0.0,15.97,1.59,0.0
20230311:1809,0.0,0.0,0.0,0.0,0.0,14.81,1.31,0.0
20230311:1909,0.0,0.0,0.0,0.0,0.0,13.65,1.1,0.0
20230311:2009,0.0,0.0,0.0,0.0,0.0,12.7,1.17,0.0
20230311:2109,0.0,0.0,0.0,0.0,0.0,12.01,1.17,0.0
20230311:2209,0.0,0.0,0.0,0.0,0.0,11.27,1.24,0.0
20230311:2309,0.0,0.0,0.0,0.0,0.0,10.65,1.31,0.0
20230312:0009,0.0,0.0,0.0,0.0,0.0,10.29,1.31,0.0
20230312:0109,0.0,0.0,0.0,0.0,0.0,9.93,1.38,0.0
20230312:0209,0.0,0.0,0.0,0.0,0.0,9.76,1.31,0.0
20230312:0309,0.0,0.0,0.0,0.0,0.0,9.79,1.17,0.0
20230312:0409,0.0,0.0,0.0,0.0,0.0,9.87,1.17,0.0
20230312:0509,109700.0,0.0,24.47,0.3,12.82,10.58,1.1,0.0
20230312:0609,1537300.0,24.58,172.12,2.33,24.45,14.76,1.31,0.0
20230312:0709,5934300.0,592.34,144.35,6.89,35.13,17.76,2.34,0.0
20230312:0809,5773300.0,406.09,310.66,7.14,44.06,19.56,3.38,0.0
20230312:0909,4674000.0,184.74,392.57,6.32,49.98,20.52,4.34,0.0
20230312:1009,4347000.0,139.4,396.5,6.02,51.43,20.84,5.1,0.0
20230312:1109,5735700.0,349.76,357.92,7.23,47.92,21.08,5.45,0.0
20230312:1209,3681600.0,128.98,324.5,5.03,40.52,21.01,5.38,0.0
20230312:1309,3237900.0,152.13,247.6,4.25,30.71,20.64,4.97,0.0
20230312:1409,3035800.0,279.59,105.72,3.57,19.55,20.25,4.07,0.0
20230312:1509,56500.0,0.0,16.94,0.21,7.67,19.44,3.03,0.0
20230312:1609,0.0,0.0,0.0,0.0,0.0,18.19,2.21,0.0
20230312:1709,0.0,0.0,0.0,0.0,0.0,16.97,1.93,0.0
20230312:1809,0.0,0.0,0.0,0.0,0.0,16.14,1.79,0.0
20230312:1909,0.0,0.0,0.0,0.0,0.0,15.67,1.52,0.0
20230312:2009,0.0,0.0,0.0,0.0,0.0,15.1,1.52,0.0
20230312:2109,0.0,0.0,0.0,0.0,0.0,14.47,1.45,0.0
20230312:2209,0.0,0.0,0.0,0.0,0.0,13.94,1.45,0.0
20230312:2309,0.0,0.0,0.0,0.0,0.0,13.18,1.52,0.0
20230313:0009,0.0,0.0,0.0,0.0,0.0,13.05,1.59,0.0
20230313:0109,0.0,0.0,0.0,0.0,0.0,12.74,1.66,0.0
20230313:0209,0.0,0.0,0.0,0.0,0.0,12.29,1.52,0.0
20230313:0309,0.0,0.0,0.0,0.0,0.0,11.81,1.38,0.0
20230313:0409,0.0,0.0,0.0,0.0,0.0,11.32,1.52,0.0
20230313:0509,148900.0,0.0,30.11,0.37,13.11,12.12,1.38,0.0
20230313:0609,312200.0,0.0,51.76,0.64,24.76,14.07,1.66,0.0
20230313:0709,308800.0,0.0,51.76,0.64,35.47,16.45,3.03,0.0
20230313:0809,612800.0,0.0,89.4,1.11,44.44,17.5,3.93,0.0
20230313:0909,882000.0,0.0,121.4,1.51,50.38,17.7,4.48,0.0
20230313:1009,1659800.0,0.0,211.75,2.63,51.81,17.31,4.48,0.0
20230313:1109,559000.0,0.0,82.82,1.03,48.26,17.26,4.28,0.0
20230313:1209,6665200.0,639.16,174.96,7.71,40.8,17.14,4.34,0.0
20230313:1309,1815100.0,20.32,209.18,2.76,30.94,17.43,4.34,0.0
20230313:1409,1636300.0,58.5,151.77,2.33,19.75,16.78,3.45,0.0
20230313:1509,545800.0,38.55,52.28,0.91,7.85,16.2,2.69,0.0
20230313:1609,0.0,0.0,0.0,0.0,0.0,15.39,1.66,0.0
20230313:1709,0.0,0.0,0.0,0.0,0.0,14.53,1.31,0.0
20230313:1809,0.0,0.0,0.0,0.0,0.0,13.49,1.31,0.0
20230313:1909,0.0,0.0,0.0,0.0,0.0,13.35,1.59,0.0
20230313:2009,0.0,0.0,0.0,0.0,0.0,12.82,1.59,0.0
20230313:2109,0.0,0.0,0.0,0.0,0.0,12.11,1.45,0.0
20230313:2209,0.0,0.0,0.0,0.0,0.0,11.25,1.24,0.0
20230313:2309,0.0,0.0,0.0,0.0,0.0,10.8,0.97,0.0
20230314:0009,0.0,0.0,0.0,0.0,0.0,10.83,0.83,0.0
20230314:0109,0.0,0.0,0.0,0.0,0.0,10.72,0.83,0.0
20230314:0209,0.0,0.0,0.0,0.0,0.0,10.96,0.76,0.0
20230314:0309,0.0,0.0,0.0,0.0,0.0,10.74,0.69,0.0
20230314:0409,0.0,0.0,0.0,0.0,0.0,10.29,0.76,0.0
20230314:0509,1636300.0,133.58,86.15,2.11,13.4,11.14,0.48,0.0
20230314:0609,2719800.0,136.23,198.89,3.53,25.07,13.14,0.48,0.0
20230314:0709,4479800.0,276.47,271.63,5.6,35.81,15.12,1.52,0.0
20230314:0809,3106000.0,54.97,328.21,4.52,44.81,16.48,1.86,0.0
20230314:0909,2671800.0,17.44,315.16,4.06,50.78,17.33,2.14,0.0
20230314:1009,448500.0,0.0,69.64,0.87,52.2,17.82,1.86,0.0
20230314:1109,4115400.0,130.95,378.24,5.74,48.59,17.41,1.79,0.0
20230314:1209,2397700.0,23.79,276.38,3.63,41.08,17.2,1.59,0.0
20230314:1309,881400.0,0.0,121.4,1.51,31.17,16.78,1.38,0.0
20230314:1409,562300.0,0.0,82.82,1.03,19.94,15.29,1.1,0.0
20230314:1509,7500.0,0.0,7.53,0.09,8.03,14.37,0.83,0.0
20230314:1609,0.0,0.0,0.0,0.0,0.0,13.95,0.48,0.0
20230314:1709,0.0,0.0,0.0,0.0,0.0,12.99,0.48,0.0
20230314:1809,0.0,0.0,0.0,0.0,0.0,11.63,0.9,0.0
20230314:1909,0.0,0.0,0.0,0.0,0.0,10.96,1.31,0.0
20230314:2009,0.0,0.0,0.0,0.0,0.0,10.68,1.45,0.0
20230314:2109,0.0,0.0,0.0,0.0,0.0,10.52,1.59,0.0
20230314:2209,0.0,0.0,0.0,0.0,0.0,10.73,1.79,0.0
20230314:2309,0.0,0.0,0.0,0.0,0.0,10.81,1.79,0.0
20230315:0009,0.0,0.0,0.0,0.0,0.0,10.86,1.86,0.0
20230315:0109,0.0,0.0,0.0,0.0,0.0,10.88,1.86,0.0
20230315:0209,0.0,0.0,0.0,0.0,0.0,10.91,1.79,0.0
20230315:0309,0.0,0.0,0.0,0.0,0.0,10.77,1.72,0.0
20230315:0409,0.0,0.0,0.0,0.0,0.0,10.6,1.59,0.0
20230315:0509,1808000.0,157.73,83.09,2.29,13.7,11.09,1.38,0.0
20230315:0609,4242100.0,396.65,119.69,4.89,25.38,13.14,1.72,0.0
20230315:0709,6033100.0,599.81,147.59,7.11,36.15,14.95,1.52,0.0
20230315:0809,7067400.0,712.53,185.16,8.58,45.18,16.34,1.52,0.0
20230315:0909,7753900.0,820.17,188.61,9.63,51.18,17.66,1.45,0.0
20230315:1009,7631400.0,755.33,235.02,9.53,52.59,18.27,1.66,0.0
20230315:1109,471100.0,0.0,72.46,0.9,48.93,17.88,1.79,0.0
20230315:1209,655400.0,0.0,95.05,1.18,41.35,18.36,1.93,0.0
20230315:1309,5229000.0,510.54,136.6,6.15,31.4,18.01,2.28,0.0
20230315:1409,2884700.0,242.33,120.89,3.5,20.14,17.22,2.62,0.0
20230315:1509,145500.0,0.0,30.11,0.37,8.2,16.53,2.69,0.0
20230315:1609,0.0,0.0,0.0,0.0,0.0,15.39,2.34,0.0
20230315:1709,0.0,0.0,0.0,0.0,0.0,14.37,2.21,0.0
20230315:1809,0.0,0.0,0.0,0.0,0.0,13.64,2.14,0.0
20230315:1909,0.0,0.0,0.0,0.0,0.0,13.52,2.14,0.0
20230315:2009,0.0,0.0,0.0,0.0,0.0,13.15,2.28,0.0
20230315:2109,0.0,0.0,0.0,0.0,0.0,12.79,2.34,0.0
20230315:2209,0.0,0.0,0.0,0.0,0.0,12.43,2.34,0.0
20230315:2309,0.0,0.0,0.0,0.0,0.0,11.9,2.07,0.0
20230316:0009,0.0,0.0,0.0,0.0,0.0,11.42,1.93,0.0
20230316:0109,0.0,0.0,0.0,0.0,0.0,11.01,1.79,0.0
20230316:0209,0.0,0.0,0.0,0.0,0.0,10.51,1.66,0.0
20230316:0309,0.0,0.0,0.0,0.0,0.0,10.21,1.66,0.0
20230316:0409,0.0,0.0,0.94,0.01,1.85,10.0,1.66,0.0
20230316:0509,1865100.0,164.52,83.0,2.38,13.99,10.93,1.45,0.0
20230316:0609,4256000.0,398.62,121.48,4.96,25.69,13.86,1.66,0.0
20230316:0709,6153100.0,606.41,147.27,7.2,36.49,15.33,2.62,0.0
20230316:0809,7506900.0,779.79,156.69,8.94,45.56,16.72,3.17,0.0
20230316:0909,8180100.0,871.1,167.5,9.93,51.58,17.96,3.24,0.0
20230316:1009,7782000.0,746.05,243.13,9.56,52.98,18.83,3.17,0.0
20230316:1109,5156200.0,252.22,384.8,6.81,49.26,18.85,3.31,0.0
20230316:1209,6161200.0,519.39,241.85,7.44,41.62,18.64,3.59,0.0
20230316:1309,4129700.0,271.75,232.41,5.12,31.62,17.95,3.52,0.0
20230316:1409,2916400.0,245.11,120.57,3.55,20.33,16.99,3.24,0.0
20230316:1509,398400.0,13.33,53.11,0.76,8.38,16.49,3.03,0.0
20230316:1609,0.0,0.0,0.0,0.0,0.0,15.59,2.69,0.0
20230316:1709,0.0,0.0,0.0,0.0,0.0,14.88,2.48,0.0
20230316:1809,0.0,0.0,0.0,0.0,0.0,14.19,2.21,0.0
20230316:1909,0.0,0.0,0.0,0.0,0.0,14.05,2.28,0.0
20230316:2009,0.0,0.0,0.0,0.0,0.0,13.94,2.07,0.0
20230316:2109,0.0,0.0,0.0,0.0,0.0,13.55,2.0,0.0
20230316:2209,0.0,0.0,0.0,0.0,0.0,13.49,2.07,0.0
20230316:2309,0.0,0.0,0.0,0.0,0.0,13.56,2.28,0.0
20230317:0009,0.0,0.0,0.0,0.0,0.0,13.71,2.48,0.0
20230317:0109,0.0,0.0,0.0,0.0,0.0,14.1,2.9,0.0
20230317:0209,0.0,0.0,0.0,0.0,0.0,14.44,3.52,0.0
20230317:0309,0.0,0.0,0.0,0.0,0.0,14.64,4.0,0.0
20230317:0409,0.0,0.0,0.94,0.01,2.14,14.72,4.21,0.0
20230317:0509,572700.0,3.8,80.31,1.03,14.29,15.1,4.07,0.0
20230317:0609,2629100.0,115.69,207.65,3.51,26.01,15.78,3.17,0.0
20230317:0709,6023700.0,587.01,154.06,7.13,36.83,16.32,2.55,0.0
20230317:0809,5503600.0,335.13,341.32,7.0,45.94,17.59,3.24,0.0
20230317:0909,4564800.0,158.73,401.91,6.27,51.98,18.68,3.86,0.0
20230317:1009,1444500.0,0.0,188.22,2.34,53.37,18.98,4.14,0.0
20230317:1109,1967700.0,1.23,248.55,3.1,49.6,18.94,3.72,0.0
20230317:1209,5587100.0,400.89,286.2,6.92,41.89,18.4,3.52,0.0
20230317:1309,242300.0,0.0,43.29,0.54,31.84,17.06,2.83,0.0
20230317:1409,112700.0,0.0,25.41,0.32,20.52,16.42,2.14,0.0
20230317:1509,638100.0,45.63,58.14,1.08,8.55,15.76,1.38,0.0
20230317:1609,0.0,0.0,0.0,0.0,0.0,14.92,0.69,0.0
20230317:1709,0.0,0.0,0.0,0.0,0.0,13.94,0.34,0.0
20230317:1809,0.0,0.0,0.0,0.0,0.0,13.24,0.41,0.0
20230317:1909,0.0,0.0,0.0,0.0,0.0,11.75,1.59,0.0
20230317:2009,0.0,0.0,0.0,0.0,0.0,10.98,1.59,0.0
20230317:2109,0.0,0.0,0.0,0.0,0.0,10.86,1.38,0.0
20230317:2209,0.0,0.0,0.0,0.0,0.0,10.59,1.31,0.0
20230317:2309,0.0,0.0,0.0,0.0,0.0,10.35,1.17,0.0
20230318:0009,0.0,0.0,0.0,0.0,0.0,10.8,0.76,0.0
20230318:0109,0.0,0.0,0.0,0.0,0.0,11.07,0.48,0.0
20230318:0209,0.0,0.0,0.0,0.0,0.0,10.74,0.62,0.0
20230318:0309,0.0,0.0,0.0,0.0,0.0,10.18,0.76,0.0
20230318:0409,0.0,0.0,0.94,0.01,2.43,9.42,0.97,0.0
20230318:0509,123300.0,0.0,26.35,0.33,14.58,10.17,0.9,0.0
20230318:0609,2140500.0,60.5,204.3,3.03,26.32,12.91,1.31,0.0
20230318:0709,511300.0,0.0,76.23,0.95,37.17,14.25,2.28,0.0
20230318:0809,907900.0,0.0,123.28,1.53,46.31,14.88,2.55,0.0
20230318:0909,2568000.0,11.03,305.95,3.9,52.38,15.77,2.9,0.0
20230318:1009,1873000.0,0.0,236.21,2.94,53.75,16.14,2.9,0.0
20230318:1109,2794900.0,23.29,320.45,4.18,49.93,15.93,2.9,0.0
20230318:1209,3830000.0,131.34,333.25,5.21,42.16,15.47,2.97,0.0
20230318:1309,2550800.0,65.26,248.2,3.62,32.06,14.95,2.28,0.0
20230318:1409,2944600.0,250.51,117.72,3.62,20.71,14.48,1.52,0.0
20230318:1509,777400.0,74.0,53.01,1.26,8.72,14.17,1.03,0.0
20230318:1609,0.0,0.0,0.0,0.0,0.0,13.49,0.62,0.0
20230318:1709,0.0,0.0,0.0,0.0,0.0,12.46,0.62,0.0
20230318:1809,0.0,0.0,0.0,0.0,0.0,11.3,1.17,0.0
20230318:1909,0.0,0.0,0.0,0.0,0.0,11.17,2.07,0.0
20230318:2009,0.0,0.0,0.0,0.0,0.0,11.01,2.34,0.0
20230318:2109,0.0,0.0,0.0,0.0,0.0,11.01,2.69,0.0
20230318:2209,0.0,0.0,0.0,0.0,0.0,11.05,2.97,0.0
20230318:2309,0.0,0.0,0.0,0.0,0.0,11.03,2.76,0.0
